Company Name,Year,Months,Total income,Total liabilities,Total assets,Profit after tax,Total expenses,Indirect taxes,Rent & lease rent,Sales,Income from financial services,Other income
Rahul Commercials Ltd.,31-03-2008,12,1.2,28.3,28.3,0.2,1,,,,1.2,
Rahul Graphites Ltd.,31-03-2023,12,,189,189,-9,9,0.1,,,,
Rai Agro Inds. Ltd.,31-03-2023,12,0.1,499.2,499.2,-5.8,5.9,,,,,0.1
Rai Investments Ltd.,31-03-2022,12,47,95.8,95.8,37.8,9.2,0.1,,,46.7,0.3
Raigadh Papers Ltd.,31-03-2011,12,,7.4,7.4,-1.3,1.3,0.1,,,,
Raigarh Trading Co. Ltd.,31-03-2010,12,,21.2,21.2,-0.6,0.6,,,,,
Rail Track India Pvt. Ltd.,31-03-2023,12,14.3,258.5,258.5,14.3,,,,,14.3,
Rainbow Commercial Co. Ltd.,31-03-2002,12,1.6,35,35,-23.3,24.9,,,,1.6,
Rainbow Denim Ltd.,31-03-2021,12,114.6,341.9,341.9,-74.6,169.9,1.2,0.2,4.6,110,
Rainbow Digital Services Pvt. Ltd.,31-03-2023,12,44.5,422.3,422.3,-10.1,54.6,,1.9,,29.9,
Rainbow Housing Devp. & Finance Corpn. Ltd.,31-03-1996,12,0.2,61.8,61.8,-0.8,1,,,,0.2,
Rainbow Investments Ltd.,31-03-2023,12,3752.1,16519.4,16519.4,2680.6,1071.5,1.4,,0.4,3712.3,
Raj Dyes & Estate Developers Ltd.,31-03-2015,12,0.4,45.5,45.5,0.1,0.3,,,,0.4,
Raj Hire Purchase Ltd.,31-03-2011,12,1.5,20.5,20.5,0.6,0.9,,,,0.9,
Raj Infrastructure Pvt. Ltd.,31-03-2023,12,1.1,136.2,136.2,0.6,0.5,,,,1.1,
Raj Krishna Paper Products Pvt. Ltd.,31-03-2007,12,,2.2,2.2,,,,,,,
Raj Money Market Ltd.,31-03-2022,12,,3,3,-0.1,0.1,,,,,
Raj Path Contractors & Engg. Ltd.,31-03-2023,12,93.4,684.8,684.8,24.2,68.7,5.2,8.3,45.4,46.8,
Raj Securities Ltd.,31-03-2021,12,0.3,399.2,399.2,-0.8,1.1,,,,0.2,0.1
Raja Bahadurs Realty Ltd.,31-03-2023,12,0.3,6,6,-0.4,0.7,,,,0.3,
Rajahmundry Expressway Pvt. Ltd.,31-03-2023,12,22.3,757.6,757.6,-24,46.3,2.2,,,0.8,0.1
Rajal Securities Pvt. Ltd.,31-03-2019,12,2.1,11,11,2,0.1,,,,2.1,
Rajanarayan Capital Markets Services Ltd.,31-03-1996,12,9.1,45.2,45.2,1,8.1,0.8,0.1,,9.1,
Rajaram Bandekar (Sirigao) Mines Pvt. Ltd.,31-03-2023,12,20,1954.2,1954.2,-24.3,44.3,0.7,0.1,7.9,12,
Rajashree Benefit Fund Ltd.,31-03-2001,12,0.6,4.6,4.6,0.1,0.5,,0.1,,0.6,
Rajashree Holdings Ltd. [Merged],31-03-2012,12,0.7,9.7,9.7,0.6,0.1,,,,0.7,
Rajasthan Bank Financial Services Ltd. [Merged],31-03-2001,12,4,14.1,14.1,-1.4,5.4,,,,3.9,0.1
Rajasthan Breweries Ltd.,31-03-2014,12,,79.9,79.9,-0.4,0.4,,,,,
Rajasthan Collieries Ltd.,31-03-2024,12,22.9,184.5,184.5,-36.5,59.4,,,22.6,,
Rajasthan Electronics Ltd.,31-03-2010,12,0.3,2.6,2.6,-0.6,0.9,,,,0.1,
Rajasthan Financial Corpn. Ltd.,31-03-2004,12,1243.1,8190.1,8190.1,17.6,1225.5,,4,0.4,1174.8,9.4
Rajasthan Global Securities Pvt. Ltd.,31-03-2023,12,3734.7,13332.4,13332.4,2293.8,1440.9,,1,,3734.7,
Rajasthan Iron House Pvt. Ltd.,31-03-2007,12,0.5,5.6,5.6,0.2,0.3,,0.1,,0.5,
Rajasthan Land Holdings Ltd.,31-03-2018,12,108.2,1398.2,1398.2,-45.3,153.5,,,,45.2,63
Rajasthan State Agro Inds. Corpn. Ltd.,31-03-2011,12,,57,57,-13.9,13.9,,,,,
Rajasthan State Power Finance & Financial Services Corpn. Ltd.,31-03-2023,12,579.2,12255,12255,10.7,568.5,7.4,1,,579.2,
Rajasthan Steel Rolling Mills Pvt. Ltd.,31-03-2023,12,0.1,5.5,5.5,0,0.1,,,,0.1,
Rajasthan Transformers & Switchgears Pvt. Ltd.,31-03-2020,12,6,71.4,71.4,0.7,5.3,,,,6,
Rajasthan Urban Drinking Water Sewerage & Infrastructure Corpn. Ltd.,31-03-2013,12,14.4,4679.6,4679.6,4.6,9.8,,,4.2,10.2,
Rajat Leasing Ltd.,31-03-2011,12,0.6,5.6,5.6,0.3,0.3,,,,0.6,
Rajath Finance Ltd.,31-03-2024,12,0.8,66.5,66.5,-12.5,13.3,0.8,1.3,,0.8,
Rajdarbar Nine Planet Pvt. Ltd.,31-03-2023,12,440.9,550.5,550.5,440.8,0.1,,0.1,,440.9,
Rajdatt Securities Ltd.,31-03-2012,12,0.1,13.1,13.1,-0.5,0.6,,,,0.1,
Rajdhan Finvest Ltd.,31-03-2005,12,,0.1,0.1,,,,,,,
Rajdhani Trading Co. Ltd.,31-03-2011,12,,0.5,0.5,,,,,,,
Rajendra Seclease Ltd.,31-03-2022,12,0.3,82.5,82.5,-0.1,0.4,,,,0.1,0.2
Rajendra Share Broking Pvt. Ltd.,31-03-2022,12,36.5,94.5,94.5,14.8,21.7,,0.4,,36.5,
Rajesh Global Solutions Ltd.,31-03-2008,12,15.1,104.1,104.1,3.9,11.1,0.1,,5.9,9.2,
Rajeshwari Fincom Ltd.,31-03-2011,12,0.4,2.9,2.9,-0.1,0.5,,0.1,,0.4,
Rajgarh Investments Ltd.,31-03-2021,12,,18.2,18.2,,,,,,,
Rajgopal Chhaparwal Invst. Co. Ltd.,31-03-2011,12,0.1,0.7,0.7,0,0.1,,,,0.1,
Rajguru Developers Pvt. Ltd.,31-03-2008,12,0.3,79.3,79.3,-0.1,0.4,,,,0.3,
Rajkot Investment Trust Ltd.,31-03-2024,12,4.4,266.3,266.3,0.5,3.9,,0.1,,4.4,
Rajmala Finlease Pvt. Ltd.,31-03-2022,12,1.4,37,37,1.2,0.2,,,,1.4,
Rajnigandha Properties Ltd.,31-03-2022,12,3.2,45.9,45.9,-6,9.2,,,,3.2,
Rajnish Enterprises Ltd.,31-03-2014,12,31.6,281.4,281.4,31.3,0.3,0.1,,,31.6,
Rajpur Farms Ltd.,31-03-2023,12,1.2,644.8,644.8,0.9,0.3,,,,1.2,
Rajputana Developers Ltd.,31-03-2023,12,12.1,4862.1,4862.1,1.5,10.6,,0.2,,12.1,
Rajputana Infrastructure Corporate Ltd.,31-03-2023,12,1,494.5,494.5,-1.6,2.6,,,,1,
Rajputana Properties Pvt. Ltd.,31-03-2023,12,,5.5,5.5,-10.4,10.4,1.1,,,,
Rajratan Investments Pvt. Ltd.,31-03-2012,12,1.3,31.3,31.3,0.7,0.6,,,,1.2,
Rajshree Finvest Ltd.,31-03-2023,12,1.8,25.3,25.3,0.4,1.4,,0.3,,1.8,
Rajshree Foundations Ltd.,31-03-2014,12,6.3,381.3,381.3,1.4,4.9,,,3.4,2.9,
Rajsons Securities Ltd.,31-03-2021,12,9.5,54.1,54.1,0.1,9.4,,,,9.5,
Rajvi Finstock Pvt. Ltd.,31-03-2022,12,2.7,4,4,-0.1,2.8,,,,2.7,
Rajvi Stock Broking Pvt. Ltd.,31-03-2023,12,38.1,299.3,299.3,1.5,36.6,0.1,,,38.1,
Rake Power Ltd.,31-03-2023,12,2.2,93.9,93.9,-98.1,100.3,0.1,,,,2.2
Rakesh Textiles Ltd.,31-03-2005,12,2.5,7.8,7.8,2.1,0.4,,,,2.5,
Rakhecha Securities Ltd.,31-03-2023,12,73.1,292.7,292.7,39.2,33.9,,,,73,0.1
Rallis Finance & Investments Co. Ltd. [Merged],31-03-2003,12,0.7,18,18,-3.3,4,,,,0.7,
Rally Motor & General Finance Co. Ltd.,31-03-2010,12,,0,,,,,,,,
Ram House Ltd.,31-03-2022,12,0.9,24.6,24.6,0.2,0.7,0.1,,0.3,0.6,
Ram Kumar Gupta & Sons Ltd.,31-03-2014,12,0.1,3.3,3.3,0.1,,,,,0.1,
Ram Minerals & Chemicals Ltd.,31-03-2019,12,1.6,238.1,238.1,-0.2,1.8,,0.2,,1.6,
Ram Sahay Fin-Lease Ltd.,31-03-2012,12,0.4,2.8,2.8,0,0.4,,,,0.4,
Ram-Raksha Mktg. Pvt. Ltd.,31-03-2017,12,2.9,48.9,48.9,0.6,2.3,,0.2,,2.9,
Rama Inn (Intl.) Pvt. Ltd.,31-03-2005,12,,5.2,5.2,,,,,,,
Rama Krishna Cold-Chem Ltd.,31-03-2023,12,6.8,79.8,79.8,2.8,4,,,,6.6,
Ramaniya Finance & Invst. Co. Ltd.,31-03-2023,12,1.8,174,174,1.6,0.2,,,,1.4,
Ramanreti Investments & Trdg. Co. Ltd.,31-03-2011,12,,16.9,16.9,-0.1,0.1,,,,,
Rambha Investments Pvt. Ltd. [Merged],31-03-1998,12,,0.1,0.1,,,,,,,
Ramchandra Leasing & Finance Ltd.,31-03-2024,12,4.6,70.7,70.7,0.2,4.4,,,,4.6,
Ramco Management Pvt. Ltd.,31-03-2010,12,2.4,82.8,82.8,2,0.4,0.4,,,2.4,
Ramel Industries Ltd.,31-03-2012,12,421.4,2532.8,2532.8,36.4,466.3,0.9,5.3,136.8,0.8,12.9
Ramesh Hydro Power Pvt. Ltd.,31-03-2023,12,2.7,3239.8,3239.8,1.6,1.1,,0.4,,2.5,
Ramesh S Damani Finance Pvt. Ltd.,31-03-2023,12,13,152,152,4.4,8.6,,,,13,
Rameswara Syntex Ltd.,31-03-2011,12,,2.6,2.6,,,,,,,
Ramili Investments Pvt. Ltd.,31-03-2012,12,,1.9,1.9,-0.2,0.2,,,,,
Ramjiwan Commercials Ltd.,31-03-2006,12,1,12.7,12.7,0.6,0.4,,,,0.9,
Ramkrishna Fincap Ltd.,31-03-2023,12,3.3,116.3,116.3,1.2,2.1,,,,3.3,
Ramkrishna Udyog Ltd.,31-03-2010,12,,2.3,2.3,-0.5,0.5,,,,,
Ramky Food Park (Chattisgarh) Ltd.,31-03-2019,12,,0,,,,,,,,
Ramky Towers Ltd.,31-03-2023,12,0.9,154.1,154.1,-10,10.9,0.6,,,,0.9
Rampur International Ltd.,31-03-2023,12,21.3,278.1,278.1,-13.3,34.6,,,,21.3,
Ramraj Enterprises Ltd. [Merged],31-03-2011,12,3,58.4,58.4,2.9,0.1,,,,3,
Ramsarup Industries Ltd.,31-03-2021,12,0.4,20029.1,20029.1,-359.8,360.2,,0.2,,0.4,
Ramsisaria Builders Ltd.,31-03-2023,12,42.9,982.7,982.7,27.3,15.6,0.1,,,42.9,
Ramsons Projects Ltd.,31-03-2024,12,36.2,106.8,106.8,32.2,4,0.1,,,18.7,
Rana Steel Inds. Pvt. Ltd.,31-03-2011,12,0.1,18,18,0,0.1,,,,0.1,
Ranakpur Cement Ltd.,31-03-2021,12,,29.8,29.8,-0.1,0.1,,,,,
Ranal Engineering Services Pvt. Ltd.,31-03-2022,12,1.5,54.7,54.7,-3.4,4.9,,,,1.5,
Ranbaxy Drugs & Chemicals Co. [Merged],31-12-2011,12,7.8,103.6,103.6,5.6,2.2,,,,7.8,
Ranbaxy Drugs Ltd. [Merged],31-03-2016,12,123.6,1896.5,1896.5,123.2,0.4,,,,123.6,
Ranbaxy Life Sciences Research Ltd. [Merged],31-12-2011,12,24.4,300.3,300.3,16.4,8,,,,24.4,
Ranchi Enterprises & Properties Ltd.,31-03-2023,12,269.1,3018.8,3018.8,193.1,76,,0.2,14.3,196.1,
Ranchi Power Distribution Co. Ltd.,31-03-2024,12,,14.4,14.4,-3.4,3.4,,,,,
Rander Corporation Ltd.,31-03-2024,12,39.8,266.7,266.7,18.6,36.7,,1,9.7,29.8,0.3
Rane Investments Ltd. [Merged],31-03-2009,12,146.5,411.2,411.2,133.8,12.7,,,,146.5,
Rangara Industries Pvt. Ltd.,31-03-2015,12,68.3,2020.6,2020.6,-99.8,168.1,,3,64.7,1,
Rangbarshi Projects Pvt. Ltd.,31-03-2021,12,10.4,387.3,387.3,6.2,4.2,,,10.4,,
Rangmeet Investments Pvt. Ltd.,31-03-2006,12,0.5,6.6,6.6,0.3,0.2,,,,0.2,0.3
Rangoli Holdings Ltd. [Merged],31-03-2011,12,,3,3,,,,,,,
Rangoli Portfolio Pvt. Ltd.,31-03-2023,12,6328.7,4140.9,4140.9,1066.2,5262.5,9.3,,3.5,6324.9,0.2
Ranisati Properties Ltd.,31-03-2023,12,4.8,75.3,75.3,1.2,3.6,,,0.7,3.9,
Ranital Investments Pvt. Ltd.,31-03-2023,12,1,52.6,52.6,-0.1,1.1,,,,1,
Ranjana Industries (India) Ltd.,31-03-2023,12,0.6,13.5,13.5,-0.1,0.7,,,0.1,0.5,
Ranjit Securities Ltd.,31-03-2024,12,10.2,64.1,64.1,0.7,9.5,0.5,,1.1,8.4,0.7
Ranvijay Furnishing Pvt. Ltd.,31-03-2022,12,0.8,97,97,0.3,0.5,,,,,0.8
Rap Media Ltd.,31-03-2024,12,0.1,121.7,121.7,-7.9,8,0.1,,,0.1,
Rapid Investments Ltd.,31-03-2024,12,19.6,101.1,101.1,2,17.6,,0.1,,19.5,
Rapid Metrorail Gurgaon Ltd.,31-03-2023,12,1.6,136.9,136.9,-104.8,106.4,,,,1.5,
Rapid Metrorail Gurgaon South Ltd.,31-03-2023,12,1.3,200.2,200.2,-128.2,129.5,,,,1.3,
Rapid Packagings Pvt. Ltd.,31-03-2011,12,0.2,53.2,53.2,0,0.2,,,,0.2,
Rapid Scan Systems Ltd.,31-03-2020,12,1,34.5,34.5,0.1,0.9,,,0.1,0.7,
Rapti Nidhi Ltd.,31-03-1993,12,15.5,79.4,79.4,0.6,14.9,0.3,0.4,,15.5,
Rare Townships Pvt. Ltd.,31-03-2022,12,54.8,6368.9,6368.9,23.5,176.7,6,0.1,6.6,1,1.3
Ras Cities & Townships Pvt. Ltd.,31-03-2024,12,14.6,889.2,889.2,-3.1,209,,,14.5,,
Ras Extrusions Ltd. [Merged],30-09-2010,12,16.6,30.9,30.9,1.1,15.5,0.1,,0.3,0.9,
Ras Infraport Pvt. Ltd.,31-03-2023,12,,2421.7,2421.7,-3,3,,,,,
Rasa Autocom Ltd.,31-03-2022,12,37.3,314,314,20.5,16.8,0.2,1.8,11.1,25.5,0.7
Rasaraj Sales Ltd.,31-03-2023,12,,980.4,980.4,-0.3,0.3,0.2,,,,
Rashi Credit & Investments Ltd.,31-03-2022,12,,19.2,19.2,,,,,,,
Rashi Fincorp Ltd.,31-03-2023,12,61.5,1460.1,1460.1,-54.4,115.9,,0.4,,60.9,
Rashi Leasings Pvt. Ltd.,31-03-2012,12,1,43.9,43.9,0,1,,0.1,,1,
Rasi Nidhi Ltd.,31-03-2002,12,6.6,32.1,32.1,0.1,6.5,,0.1,,6.6,
Rasiklal Hemani Agencies Pvt. Ltd. [Merged],31-03-2020,12,57.5,479.1,479.1,30.7,26.8,,,22.8,34.1,
Rasilah Investments Ltd. [Merged],31-03-2006,12,,1.4,1.4,,,,,,,
Ratan Jewellers Ltd.,31-03-2009,12,0.4,19.2,19.2,0.1,0.3,,,,0.4,
Ratan Jyoti Credits Pvt. Ltd.,31-03-2010,12,0.1,301.9,301.9,0,0.1,,,,0.1,
Ratha Infrastructure Pvt. Ltd. [Merged],31-03-2010,12,202.2,177.1,177.1,154,48.2,,,,202.2,
Rathi Credits Ltd.,31-03-2007,12,0.1,9.9,9.9,0.1,,,,,0.1,
Rathi Financial Services Ltd.,31-03-2023,12,5,101.7,101.7,2.8,2.2,,,,4.8,
Rathi India Ltd.,31-03-2023,12,0.1,26.6,26.6,-0.3,0.4,,,,0.1,
Rathi Mixers Pvt. Ltd.,31-03-2022,12,0.5,0.2,0.2,-0.2,0.7,0.6,0.1,,,
Rathi Super Steel Ltd.,31-03-2023,12,3,2456,2456,-637.5,640.5,,0.2,,3,
Ratlam Industrial Ltd.,31-03-2023,12,6.7,654.4,654.4,2.3,4.4,,,,6.7,
Ratnabali Capital Markets Pvt. Ltd. [Merged],31-03-2014,12,137.2,1277,1277,-12.7,149.9,9.4,5.6,,136,1.1
Ratnabali Investment Pvt. Ltd.,31-03-2023,12,561.7,2711.3,2711.3,467.7,94,0.5,,8.3,537.2,
Ratnabhumi Developers Ltd.,31-03-2024,12,12.9,3457.2,3457.2,3.1,887.6,85.1,0.3,2.8,10.1,
Rattanindia Solar 11 Pvt. Ltd.,31-03-2014,12,,0.3,0.3,,,,,,,
Rattanindia Solar 9 Pvt. Ltd.,31-03-2014,12,,0.2,0.2,,,,,,,
Raunaq Finance Ltd.,31-03-2005,12,3.6,230.1,230.1,-68.9,72.5,,,,,
Raunaq Inds. Corpn. Ltd.,31-03-2015,12,,40.5,40.5,,,,,,,
Raunaq Securities Ltd.,31-03-2010,12,,9.7,9.7,,,,,,,
Ravi Fincorp Ltd.,31-03-2023,12,30.2,138.2,138.2,5.3,24.9,0.3,0.5,,30.2,
Ravijyot Finance & Leasing Pvt. Ltd.,31-03-2023,12,,1975.3,1975.3,0,,,,,,
Ravisagar Auto Finance Pvt. Ltd.,31-03-2023,12,24.1,102.3,102.3,7.3,16.8,0.1,,23.4,,
Raymond Consumer Care Ltd.,31-03-2024,12,29530.8,30831.4,30831.4,22042.4,7436.5,3.9,0.9,828.2,1924,50.1
Raymond Woollen Outerwear Ltd.,31-03-2023,12,0.8,16.5,16.5,0.7,0.1,,,,0.8,
Readers Digest Book & Home Entertainment (India) Pvt. Ltd.,31-03-2022,12,,118.7,118.7,-2.5,2.5,,0.3,,,
Real Gem Buildtech Pvt. Ltd.,31-03-2023,12,2.6,20083.5,20083.5,-77.7,80.3,,,,,
Real Touch Finance Ltd.,31-03-2024,12,188.8,1935,1935,26.3,162.5,0.5,1.9,0.8,187.3,
Realest Builders & Services Pvt. Ltd.,31-03-2023,12,52.3,4349.3,4349.3,34.2,18.1,,0.2,2.1,6.5,
Realitus Trading & Farming Pvt. Ltd.,31-03-2008,12,,11.1,11.1,-0.5,0.5,,,,,
Realstone Multitrade Pvt. Ltd.,31-03-2024,12,0.1,2.3,2.3,0,0.1,,,,0.1,
Realtime Finlease Ltd.,31-03-2003,12,,6.2,6.2,-3.2,3.2,,0.1,,,
Reckon Industries Ltd.,31-03-2023,12,37.5,157.1,157.1,20.5,17,,1.2,,12.3,25
Reclame Commercial & Securities Pvt. Ltd. [Merged],31-03-2005,12,0.8,776.5,776.5,0.7,0.1,,,,0.8,
Red Carpet Films Ltd.,31-03-2012,12,,0.4,0.4,,,,,,,
Red Solutions Pvt. Ltd.,31-03-2023,12,0.1,280.5,280.5,-11.3,11.4,,,,,0.1
Red Stripe Trdg. Co. Pvt. Ltd.,31-03-2023,12,,230.7,230.7,-0.5,0.5,,,,,
Reddy Veeranna Invst. Pvt. Ltd.,31-03-2023,12,511.8,8.2,8.2,-89.4,601.2,1,,,2,509.8
Rediffusion Healthcare Communication Pvt. Ltd.,31-03-2022,12,0.5,4.6,4.6,0.3,0.2,,,,0.2,
Reeti Investments Pvt. Ltd.,31-03-2018,12,,1.7,1.7,,,,,,,
Refrigeration Accessories Ltd.,31-03-2016,12,0.7,19.5,19.5,-3.1,3.8,0.8,,,0.7,
Regal (India) Pvt. Ltd.,31-03-2022,12,0.2,5.3,5.3,0,0.2,,,0.2,,
Regal Entertainment & Consultants Ltd.,31-03-2022,12,0.9,19.4,19.4,-0.1,1,,0.2,,0.9,
Regency Fincorp Ltd.,31-03-2024,12,158.1,1471.6,1471.6,19.5,138.6,2.3,1.3,,157.3,
Regency Share & Stock Brokers Ltd.,31-03-2012,12,0.2,12.1,12.1,0,0.2,,0.1,,0.2,
Regis Industries Ltd.,31-03-2024,12,,265.2,265.2,-9.3,9.3,0.3,,,,
Reha Urban Infra Pvt. Ltd.,31-03-2016,12,,272.2,272.2,-0.6,0.6,,0.1,,,
Rei Six Ten Retail Ltd.,31-03-2016,12,3.7,960.2,960.2,-872.6,876.3,,,,0.5,
Rejoice Land Developers Ltd.,31-03-2011,12,,0.5,0.5,,,,,,,
Rekha Commercial Pvt. Ltd.,31-03-2023,12,19.9,79.2,79.2,13.4,6.5,,,,19.9,
Rekha Distributors Pvt. Ltd.,31-03-2022,12,,13.6,13.6,-2.2,2.2,,,,,
Relan Industrial Finance Ltd.,31-03-2023,12,7.3,79.8,79.8,2.4,4.9,,,,7.2,
Reliable Finhold Ltd.,31-03-2023,12,2.7,24.5,24.5,-0.2,2.9,,,0.8,1.9,
Reliable Finstock Services Ltd.,31-03-2014,12,0.1,39.8,39.8,0,0.1,,,,0.1,
Reliable Insupacks Pvt. Ltd.,31-03-2023,12,0.1,42.8,42.8,-18.7,18.8,,,,0.1,
Reliable Manpower Solutions Ltd.,31-03-2023,12,,122,122,-0.4,0.4,,0.1,,,
Reliable Paper (India) Ltd.,31-03-2018,12,4.8,909.4,909.4,-1423.7,1402.6,,,,,1.4
Reliance Aerospace Technologies Ltd. [Merged],31-03-2017,12,1.2,0.6,0.6,0,1.2,0.3,,,0.1,1.1
Reliance Aerostructure Ltd.,31-03-2024,12,114,1399.7,1399.7,-11.1,125.1,,,3,111,
Reliance Asset Reconstruction Co. Ltd.,31-03-2023,12,728.3,4121.5,4121.5,231.1,497.2,,6.7,10.6,715.7,1.2
Reliance B P O Pvt. Ltd.,31-03-2022,12,,3.9,3.9,-3.6,3.6,,,,,
Reliance Bhutan Ltd.,31-03-2023,12,,2000.7,2000.7,,,,,,,
Reliance Capital Ltd.,31-03-2023,12,22066.5,204575.4,204575.4,-17077,39143.5,3.6,2.1,2,22049.9,11.2
Reliance Capital Pension Fund Ltd.,31-03-2023,12,13.3,319.4,319.4,8.1,5.2,,0.7,,13.3,
Reliance Capital Ventures Ltd. [Merged],31-12-2005,9,0.1,12231.8,12231.8,-0.3,0.4,,,,,
Reliance Cleangen Ltd.,31-03-2024,12,10527,10208.3,10208.3,1516.8,9010.2,,,,0.1,
Reliance Coal Resources Pvt. Ltd.,31-03-2024,12,363.6,8050.7,8050.7,-6608.6,6972.2,,,,363.6,
Reliance Commercial Co. Pvt. Ltd.,31-03-2023,12,20.8,310.4,310.4,0.2,20.6,,0.7,,20.8,
Reliance Commercial Finance Ltd.,31-03-2023,12,55929.6,111398.1,111398.1,40433.6,15496,7,29.9,,1187.7,1.1
Reliance Commercial Realty Assets Ltd. [Merged],31-03-2012,12,,11.7,11.7,-1,1,,,,,
Reliance Commodities Ltd.,31-03-2023,12,20.4,63.9,63.9,10.4,10,0.2,,,17.2,3.2
Reliance Communications Infrastructure Ltd.,31-03-2023,12,95.8,37617.3,37617.3,-3457,3552.8,,2.8,,93.5,2.3
Reliance Comtrade Pvt. Ltd.,31-03-2024,12,,1180.8,1180.8,-1,1,0.5,,,,
Reliance Corporate Advisory Services Ltd.,31-03-2023,12,41.1,12987,12987,-2500.9,2542,,,,40.8,
Reliance Defence Systems & Tech Ltd.,31-03-2024,12,1,0.5,0.5,0.9,0.1,,,,,
Reliance Defence Systems Pvt. Ltd.,31-03-2024,12,,1.9,1.9,,,,,,,
Reliance Energy Generation & Distribution Ltd. [Merged],31-03-2020,12,338.3,162147.4,162147.4,26.6,311.7,2,,,231.1,107.2
Reliance Energy Trdg. Ltd.,31-03-2024,12,,80.3,80.3,-0.1,0.1,,,,,
Reliance Energy Ventures Ltd. [Merged],31-12-2005,9,,29210.7,29210.7,-0.3,0.3,,,,,
Reliance Enterprises Ltd. [Merged],31-03-2006,12,7905.4,9561.3,9561.3,7901.1,4.3,,,,7905.4,
Reliance Exchangenext Ltd.,31-03-2023,12,,240.4,240.4,-722.3,722.3,0.2,,,,
Reliance Financial Distribution & Advisory Services Ltd. [Merged],31-03-2012,12,34.8,164.4,164.4,-75.8,110.6,3.1,31.8,32,2.8,
Reliance Financial Ltd.,31-03-2023,12,469.4,1900.9,1900.9,32,437.4,0.8,2.1,,329.3,
Reliance Home Finance Ltd.,31-03-2023,12,94428.9,348.5,348.5,54185.7,40243.2,,,,94395.3,3.3
Reliance Hyper Realty Ltd. [Merged],31-03-2012,12,,1763.4,1763.4,-1.5,1.5,,,,,
Reliance Inceptum Pvt. Ltd.,31-03-2022,12,27.5,18.4,18.4,-303.3,330.8,0.1,,,,
Reliance Infraprojects Ltd. [Merged],31-03-2010,12,466.9,6335,6335,390.3,76.6,,,,466.9,
Reliance Infraventures Ltd. [Merged],31-03-2010,12,450.3,6753.5,6753.5,376.6,73.7,,,,450.3,
Reliance Jio Media Ltd.,31-03-2023,12,,1072,1072,-1.3,1.3,,,,,
Reliance L N G Ltd.,31-03-2018,12,,0,,-0.4,0.4,,,,,
Reliance Mediaworks Ltd.,31-03-2023,12,76.9,4932,4932,-1587.4,1664.3,2.1,,,30.2,
Reliance Mediaworks Theatres Ltd.,31-03-2022,12,2.9,17.1,17.1,-0.7,3.6,,,0.1,2.8,
Reliance Money Services Pvt. Ltd.,31-03-2023,12,17.2,8.8,8.8,14.1,3.1,0.1,,,1.7,
Reliance Net Ltd.,31-03-2022,12,0.7,22.4,22.4,0.6,0.1,,,0.7,,
Reliance Personal Electronics Ltd. [Merged],31-03-2012,12,0.1,3.2,3.2,-0.7,0.5,0.1,,,0.1,
Reliance Power Transmission Ltd.,31-03-2024,12,,1109.6,1109.6,-0.2,0.2,,,,,
Reliance Project Ventures & Mgmt. Pvt. Ltd.,31-03-2023,12,648.5,6053.8,6053.8,-1398.9,2047.4,0.1,,,446.8,
Reliance Retail Insurance Broking Ltd.,31-03-2023,12,678.5,183.5,183.5,160.6,517.9,103,,,678.5,
Reliance Retail Securities & Broking Co. Ltd. [Merged],31-03-2012,12,1.1,0.4,0.4,-0.3,1.4,,,1.1,,
Reliance Securities Ltd.,31-03-2023,12,2643.7,6861.8,6861.8,202.8,2440.9,5.3,62.3,,2605.2,
Reliance Steels Ltd.,31-03-2011,12,0.2,12.1,12.1,0.2,,,,,0.2,
Reliance Supply Solutions Pvt. Ltd. [Merged],31-03-2017,12,0.1,5.4,5.4,-1,1.1,,,,0.1,
Reliance Telecom Ltd.,31-03-2022,12,1,40212.3,40212.3,-8734,8735,,0.1,,,1
Reliance Underwater Systems Pvt. Ltd.,31-03-2021,12,,1.6,1.6,,,,,,,
Reliance Unicorn Enterprises Pvt. Ltd.,31-03-2021,12,19.9,8860.2,8860.2,-15106.5,15126.4,,1.2,0.1,13,
Reliance Universal Ventures Ltd. [Merged],31-03-2013,12,0.4,84004.7,84004.7,-1.9,2.3,0.2,,0.2,0.1,
Reliance Venture Asset Mgmt. Pvt. Ltd.,31-03-2023,12,56.4,13317,13317,-2993.7,3050.1,,,,,
Reliance Ventures Ltd.,31-03-2024,12,5903.5,51131.1,51131.1,3991.6,1911.9,,,,5537.4,
Reliance Wealth Mgmt. Ltd.,31-03-2023,12,47.9,47,47,16.1,31.8,3.5,,,43.4,
Reliance Wimax Ltd.,31-03-2023,12,,51.1,51.1,,,,,,,
Relic Pharma Ltd.,31-03-2023,12,,7.4,7.4,,,,,,,
Relic Technologies Ltd.,31-03-2024,12,16.4,61.1,61.1,-8.9,25.3,2.4,0.6,,16.4,
Religare Advisors Ltd. [Merged],31-03-2023,12,3.3,78.9,78.9,-22.2,25.5,0.1,0.2,,3.2,
Religare Arts Invst. Mgmt. Ltd. [Merged],31-03-2017,12,5.3,70.4,70.4,3.6,1.7,,,,5.3,
Religare Broking Ltd.,31-03-2023,12,3093.6,10392.7,10392.7,96.1,2997.5,1.3,25,,2782.9,175.1
Religare Capital Finance Ltd. [Merged],31-03-2017,12,2.4,28.7,28.7,1.6,0.8,,,,2.4,
